source_id	predicate	source_text	translation_text	translator	source_lang	translation_lang	status	auto_review_score	final_reviewer	review_notes	synonym_type	status_history
DOID:0080053	oboInOwl:hasExactSynonym	Albright's hereditary osteodystrophy	Osteodistrofia hereditaria de Albright	The Spanish Group (https://thespanishgroup.org/)	en	es	CANDIDATE: from rdfs:label	0.9				
DOID:0080163	oboInOwl:hasRelatedSynonym	autoinflammation, panniculitis and dermatosis syndrome	síndrome de autoinflamación, paniculitis y dermatosis	The Spanish Group (https://thespanishgroup.org/)	en	es	CANDIDATE: from oboInOwl:hasExactSynonym	0.905				
DOID:0080172	oboInOwl:hasExactSynonym	thiopurine S-methyltransferase deficiency	Deficiencia de tiopurina S-metiltransferasa	The Spanish Group (https://thespanishgroup.org/)	en	es	CANDIDATE: from rdfs:label	0.98				
DOID:0080208	oboInOwl:hasNarrowSynonym	NAFL	NAFL	The Spanish Group (https://thespanishgroup.org/)	en	es	CANDIDATE: from DOID:0080546-oboInOwl:hasExactSynonym	1			obo:OMO_0003012	
DOID:0080208	oboInOwl:hasNarrowSynonym	non-alcoholic fatty liver	Hígado graso no alcohólico	The Spanish Group (https://thespanishgroup.org/)	en	es	CANDIDATE: from DOID:0080546-rdfs:label	0.855				
DOID:0080208	oboInOwl:hasNarrowSynonym	nonalcoholic fatty liver	hígado graso no alcohólico	The Spanish Group (https://thespanishgroup.org/)	en	es	CANDIDATE: from DOID:0080546-oboInOwl:hasExactSynonym	1				
DOID:0080265	oboInOwl:hasExactSynonym	nephrotic syndrome type 14	Síndrome nefrótico tipo 14	The Spanish Group (https://thespanishgroup.org/)	en	es	CANDIDATE: from rdfs:label	0.98				
DOID:0080309	oboInOwl:hasExactSynonym	fatal infantile hypertonic myofibrillar myopathy	miopatía miofibrilar hipertónica infantil mortal	The Spanish Group (https://thespanishgroup.org/)	en	es	CANDIDATE: from rdfs:label	0.8300000000000001				
DOID:0080311	oboInOwl:hasExactSynonym	X-linked mental retardation with cerebellar hypoplasia and distinctive facial appearance	Retraso mental ligado al cromosoma X con hipoplasia cerebelosa y aspecto facial distintivo	The Spanish Group (https://thespanishgroup.org/)	en	es	CANDIDATE: from rdfs:label	0.8692500000000001				
DOID:0080522	oboInOwl:hasExactSynonym	thyroid gland anaplastic carcinoma	carcinoma anaplásico de la glándula tiroides	The Spanish Group (https://thespanishgroup.org/)	en	es	CANDIDATE: from rdfs:label	0.88				
DOID:0080522	rdfs:label	anaplastic thyroid carcinoma	carcinoma anaplásico de tiroides	The Spanish Group (https://thespanishgroup.org/)	en	es	CANDIDATE: from oboInOwl:hasExactSynonym	1				
DOID:0080525	oboInOwl:hasExactSynonym	differentiated thyroid gland carcinoma	Carcinoma diferenciado de la glándula tiroides	The Spanish Group (https://thespanishgroup.org/)	en	es	CANDIDATE: from rdfs:label	0.88				
DOID:0080648	oboInOwl:hasExactSynonym	B-lymphoblastic leukemia/lymphoma with IL3-IGH	Leucemia/linfoma linfoblástico B con IL3-IGH	The Spanish Group (https://thespanishgroup.org/)	en	es	CANDIDATE: from rdfs:label	0.98				
